content_id,mean_accuracy,question_asked,std_accuracy,median_accuracy,skew_accuracy
0,0.9085952533675433,6236,0.2882069375994147,1.0,-2.8363393527815486
1,0.8916816277678037,6684,0.310805332782616,1.0,-2.521184943052546
2,0.554655670510383,40499,0.49700991646314385,1.0,-0.21994880965252397
3,0.7793479309346967,20734,0.4146963078384348,1.0,-1.3473709513821424
4,0.6132263827104277,28549,0.4870196036747143,1.0,-0.46500927061344993
5,0.8627114769090077,8748,0.34417136023346384,1.0,-2.1082196964926414
6,0.47487958648235895,51074,0.4993734548646263,0.0,0.10061166447030283
7,0.8671098576416868,14892,0.3394673631987523,1.0,-2.163148549932095
8,0.9062337662337663,7700,0.291522150454888,1.0,-2.787707954797661
9,0.30551055387288395,42591,0.4606287410936594,0.0,0.8444917222646697
10,0.6826524782173975,28004,0.46545226226345443,1.0,-0.7848947731089075
11,0.8870650032829941,6092,0.3165393033462238,1.0,-2.446407849726636
12,0.7608529668411868,18336,0.4265743237068499,1.0,-1.2231463920599706
13,0.8869309838472834,8172,0.31669652184826425,1.0,-2.444142433492222
14,0.799853747714808,13675,0.4001242774884776,1.0,-1.4990223053086322
15,0.7068062827225131,18336,0.45523890861490846,1.0,-0.908660655640492
16,0.4247464503042596,4930,0.4943546040558364,0.0,0.3045752595057765
17,0.8696388997523139,7671,0.3367222362340906,1.0,-2.1960848329348552
18,0.828825490922564,18893,0.37667135044802225,1.0,-1.746139192467063
19,0.8268659671352208,10102,0.37838183393001684,1.0,-1.7280464533599889
20,0.9744670883110799,4269,0.15775554433369252,1.0,-6.018038597496037
21,0.7521184377130613,10267,0.43180372152588814,1.0,-1.1679730724769102
22,0.8626791459491079,6838,0.34421092947139353,1.0,-2.1079240865009536
23,0.7349381566697699,7519,0.4413954850557123,1.0,-1.06480774323875
24,0.657801650727106,15266,0.47446115235071656,1.0,-0.6652697539602327
25,0.7831388078365986,19192,0.4121180232450645,1.0,-1.374209817867138
26,0.8205096790002451,8162,0.38378586696786265,1.0,-1.6706620169573008
27,0.6647483417869684,10252,0.4721013916520332,1.0,-0.6980724510396321
28,0.6452828157795598,18581,0.4784404066922212,1.0,-0.6073837126329494
29,0.49394890183774093,4462,0.5000194168723953,0.0,0.024214306304579793
30,0.8938932308915088,7549,0.3079946243878967,1.0,-2.558470724801518
31,0.8562320402298851,11136,0.35087004521783743,1.0,-2.030928744325426
32,0.8615712851405622,7968,0.34537106970457754,1.0,-2.0943390775630637
33,0.7996866840731071,9575,0.4002556969520553,1.0,-1.497789024238618
34,0.6623431852009356,9406,0.47293601000405067,1.0,-0.6866794161463383
35,0.846316382589097,7099,0.36067060778643295,1.0,-1.9209437656322548
36,0.9069628568016243,8373,0.29050182816183506,1.0,-2.8024614576515594
37,0.8322470208703667,15189,0.3736590817501358,1.0,-1.7785772712846315
38,0.9616350446428571,7168,0.19208912824667077,1.0,-4.807808637869254
39,0.5941666355454308,26777,0.4910617581338115,1.0,-0.3835512251073118
40,0.8377212553919381,6723,0.36873374872940273,1.0,-1.8323343272995687
41,0.9704823614110871,4167,0.16927263164690043,1.0,-5.561540323839407
42,0.9745313052706048,5654,0.15755770661689641,1.0,-6.025718851934625
43,0.9286992077689752,7826,0.2573430618713125,1.0,-3.3325848409347385
44,0.928109379594237,6802,0.25832570482304884,1.0,-3.3154679238056084
45,0.6893000999424573,33019,0.46278716326900476,1.0,-0.8181366372886739
46,0.9187583543739789,6733,0.27322614845586213,1.0,-3.0661983381100626
47,0.7500281753634622,8873,0.43302083534267166,1.0,-1.155069339558239
48,0.8340734759790068,7431,0.37203970103965944,1.0,-1.7963857766544697
49,0.7134177215189873,1975,0.4522791715602512,1.0,-0.9446999695803597
50,0.919333921253307,19277,0.2723286795563528,1.0,-3.0799358524398985
51,0.9303879111766332,21706,0.2544979957585133,1.0,-3.38256157712995
52,0.7889551922601603,28321,0.40805731984133514,1.0,-1.416348073516954
53,0.8426693629929222,9890,0.3641306280030183,1.0,-1.8825039520505154
54,0.7134018211533971,8566,0.45219855623318805,1.0,-0.944061652393325
55,0.6009714332757059,36441,0.4897053710893025,1.0,-0.4123988879037426
56,0.7192818838890184,21445,0.449360513774693,1.0,-0.9760641164691319
57,0.9030882352941176,6800,0.2958593365609279,1.0,-2.7256657182011064
58,0.38219653889896416,32533,0.48593168522852337,0.0,0.48488586860158006
59,0.8554004295796257,13036,0.35171014168421255,1.0,-2.0212949347341467
60,0.8123643309889729,11517,0.39043790923077504,1.0,-1.6003496436633071
61,0.761927255550307,16936,0.4259164518968345,1.0,-1.230091908663195
62,0.6734729392656187,17239,0.4689561775443674,1.0,-0.7399116401347124
63,0.738863400917567,13514,0.4392704794555131,1.0,-1.0877068586847336
64,0.6802199167546747,32194,0.4663984759597517,1.0,-0.7728632172272923
65,0.8736547463925486,20721,0.3322460802194962,1.0,-2.2494821606136375
66,0.9357277882797732,5819,0.24525829573909957,1.0,-3.5544371604147926
67,0.9068789808917197,7850,0.2906204641393375,1.0,-2.8007846725412464
68,0.9429872781529763,6367,0.231885136683564,1.0,-3.821948049247901
69,0.49255377826806396,12691,0.49996424868609296,0.0,0.029791711712981703
70,0.9680904946817491,5923,0.1757740172762106,1.0,-5.327847811755679
71,0.8121175030599755,8170,0.3906422180698169,1.0,-1.5983624558789518
72,0.7441458318322646,13879,0.43635596917789427,1.0,-1.1191826682800587
73,0.8512445968102549,6709,0.3558737279694725,1.0,-1.9745730516203175
74,0.2723556463975473,3914,0.4452288112160766,0.0,1.023117688966373
75,0.8389376218323586,8208,0.36761087124536673,1.0,-1.8444515960703178
76,0.5924672027084215,23630,0.49138583088163623,1.0,-0.376384599694096
77,0.6991561181434599,16590,0.4586387684245458,1.0,-0.8685708401791234
78,0.8410230265952927,11769,0.36567014771600087,1.0,-1.8655118080462325
79,0.9128382630585273,6356,0.2820941129301886,1.0,-2.9278754151413486
80,0.8252824627476666,6107,0.37975641419528866,1.0,-1.7136723079636804
81,0.8349199480744267,4622,0.37129295032669224,1.0,-1.8048548175779735
82,0.7606299212598425,2540,0.42678302951683794,1.0,-1.2223321235794555
83,0.7959622506271652,16742,0.40300874347525834,1.0,-1.4689389017283714
84,0.8405240868184225,7556,0.3661435355597458,1.0,-1.8605503636073444
85,0.7436730274732711,14778,0.43661923422193194,1.0,-1.1163319920150785
86,0.7497966193618367,11063,0.4331496370344307,1.0,-1.1536049674078825
87,0.9224613195802952,5623,0.2674680467911122,1.0,-3.160090635203642
88,0.5727112676056338,17040,0.4946993364678873,1.0,-0.2939959584864967
89,0.9207665673564699,12419,0.27011362567368263,1.0,-3.115980091475401
90,0.9620454545454545,4400,0.19110808056244186,1.0,-4.837635011073494
91,0.8944962515999269,5469,0.30722950145489,1.0,-2.5690278363769226
92,0.7887323943661971,2485,0.4082899548299935,1.0,-1.4154889598503695
93,0.9416881881201576,7357,0.23434805170898498,1.0,-3.770530972678286
94,0.9308666017526777,5135,0.25370555049929255,1.0,-3.397911333909292
95,0.7313707451701932,8696,0.4432721215523834,1.0,-1.0441620814949286
96,0.7925696594427245,5814,0.4055012655058443,1.0,-1.4434990079166234
97,0.8963175369755508,6626,0.3048711816803952,1.0,-2.6006865974182425
98,0.7594879274023659,30855,0.42740137560308245,1.0,-1.2143374501615456
99,0.9518528183716075,7664,0.2140911280028604,1.0,-4.2222278805250255
100,0.3535703960682278,13836,0.47809506522643935,0.0,0.6126428993252121
101,0.8010517090271692,2282,0.3992965514953715,1.0,-1.5092331168163218
102,0.8477574226152874,6332,0.35928423452101194,1.0,-1.9364462180867275
103,0.6591358839050132,12128,0.47401930061785047,1.0,-0.6715428285338383
104,0.8771247927031509,19296,0.3283024161814001,1.0,-2.297661342444966
105,0.7471127900701565,9265,0.4346903076338077,1.0,-1.137205686608901
106,0.8612621129756559,8462,0.3456932283620503,1.0,-2.090567521051072
107,0.6486203845225645,24862,0.4774108804317736,1.0,-0.6226600490369775
108,0.8468181068148066,18181,0.3601726474136428,1.0,-1.9260555470353184
109,0.9747811588161734,4798,0.1568055351810186,1.0,-6.058193656783264
110,0.6237393080556619,31332,0.4844544088569101,1.0,-0.5108724572934876
111,0.8517717067892886,11091,0.3553421605066122,1.0,-1.9802612301944311
112,0.9541907514450867,6920,0.20908629510009427,1.0,-4.345785152306487
113,0.8981686690773358,8573,0.3024440126483035,1.0,-2.6336218479469187
114,0.6667695949770984,19431,0.47138024724458544,1.0,-0.7076527412069428
115,0.9774703557312253,5060,0.14841297936445677,1.0,-6.436891919577366
116,0.7904339250493096,2028,0.4070993195975054,1.0,-1.4282540785094107
117,0.9345299396792702,6797,0.24737165242956197,1.0,-3.5142089433093666
118,0.9060713581707077,10146,0.29174379348772544,1.0,-2.7843020391482485
119,0.8812176909821942,8705,0.32355076563140694,1.0,-2.3570044489302946
120,0.8447401428805148,18337,0.362162100051364,1.0,-1.9039968424559277
121,0.7949178159833743,10586,0.4037807365188952,1.0,-1.4610580361836614
122,0.685321236625413,20281,0.4643992605319392,1.0,-0.7981903914766627
123,0.7903710585277884,18299,0.4070549141884533,1.0,-1.426848261256928
124,0.7487165630910565,11103,0.43377069719693667,1.0,-1.1469717731364064
125,0.7666081724743044,7978,0.4230159711701281,1.0,-1.260827218119265
126,0.8576343757167979,13079,0.3494381052721206,1.0,-2.0472241980517487
127,0.9077930582842174,7635,0.2893368043556508,1.0,-2.81955079445441
128,0.9669234254644313,17656,0.17884162345460033,1.0,-5.22223309793394
129,0.7685121895648211,8778,0.42180738859919575,1.0,-1.2734408604965186
130,0.7686515406717527,30279,0.42170158028566956,1.0,-1.2742152245929907
131,0.8609230290294965,12849,0.3460402959653623,1.0,-2.0863420887487587
132,0.8911740670117134,7342,0.31144190536901556,1.0,-2.512703956696775
133,0.8669142680284742,6462,0.33969365153446246,1.0,-2.160934489762488
134,0.4275460251674325,33297,0.4947299993698011,0.0,0.2929206927756021
135,0.9233265720081136,9860,0.26608606528941775,1.0,-3.1825225904052306
136,0.8686571554640389,6799,0.33779977039990416,1.0,-2.1833385585778333
137,0.9297052154195011,882,0.2557882108378775,1.0,-3.3674876318267137
138,0.848768054375531,11770,0.35829003745279575,1.0,-1.9471784972197022
139,0.8058352035908946,15595,0.39556903556812534,1.0,-1.5465034081600706
140,0.8737572493786246,9656,0.3321399452656544,1.0,-2.2510672700112444
141,0.8824735592488668,9266,0.3220639232273277,1.0,-2.3756534257378976
142,0.7822187046563778,15162,0.4127515463083963,1.0,-1.367679608713413
143,0.8180800795821935,8042,0.3858025029091093,1.0,-1.6493371690491854
144,0.7036595257407319,20959,0.45665385920979795,1.0,-0.8920496677106713
145,0.8253968253968254,8064,0.37965086576787843,1.0,-1.7146150758117125
146,0.7043147208121827,1576,0.4564950389330226,1.0,-0.896282830972011
147,0.9641975308641976,810,0.18591213814286728,1.0,-5.0060909341579665
148,0.8300387780194836,10573,0.37561649212760717,1.0,-1.757650301508048
149,0.5815205286212785,26938,0.4933187991747059,1.0,-0.33052290593008354
150,0.7920402898906769,8141,0.4058727682755167,1.0,-1.4394267164998908
151,0.9279519679786524,5996,0.25858898903247396,1.0,-3.3110053373102732
152,0.8819155264723378,20172,0.3227161190942149,1.0,-2.3671169398350442
153,0.7454061251664448,15020,0.4356471845975798,1.0,-1.1267778856045347
154,0.87248322147651,1043,0.33371098506226093,1.0,-2.2366590491027414
155,0.8946049774511442,5987,0.30708738660024176,1.0,-2.570843735885
156,0.9317564564712854,20251,0.25216959047956766,1.0,-3.424672264161598
157,0.5661449973247726,29904,0.49561381476137234,1.0,-0.2669393768825065
158,0.9460201280878316,4372,0.22600382355388704,1.0,-3.9488204161865523
159,0.614327731092437,23800,0.4867639318280364,1.0,-0.4697855851513697
160,0.8793938118290886,4751,0.32570333746753016,1.0,-2.3306705616264063
161,0.9152711143296822,11047,0.2784904347287933,1.0,-2.982840764008595
162,0.8697123519458545,6501,0.3366455250757978,1.0,-2.1971248660632408
163,0.956461780929866,10152,0.20407534115999804,1.0,-4.474344833068174
164,0.7300503711558854,15088,0.4439480706372596,1.0,-1.0365215433878674
165,0.6529747286698883,25246,0.47603330594930077,1.0,-0.642756909854959
166,0.871590383726306,8652,0.33456467838468545,1.0,-2.2218502106828995
167,0.9529471717343299,5887,0.21176986919984386,1.0,-4.279183872710323
168,0.9274149733782462,9203,0.2594682176031798,1.0,-3.2952620057082993
169,0.8184255079006773,7088,0.38552064097902616,1.0,-1.652390811736509
170,0.7263239002521715,14276,0.4458603111320261,1.0,-1.0153656019608575
171,0.7594138290809067,21086,0.4274495647687936,1.0,-1.2138902837325516
172,0.4629494566406535,27422,0.498634459574425,0.0,0.14861887338314056
173,0.7873127539571836,16489,0.40922064631230226,1.0,-1.4043651501707672
174,0.8494649805447471,12336,0.3576095554547464,1.0,-1.9547668240243372
175,0.3600497066400354,176234,0.480015856850126,0.0,0.5831135768262768
176,0.5039477461958082,13932,0.500002359764673,1.0,-0.015793177437791867
177,0.9304129113393419,4771,0.2544765196833681,1.0,-3.3841504618674247
178,0.9475207408836581,5183,0.22301296426635686,1.0,-4.0149548878197985
179,0.8989451154257758,6541,0.30142442703524,1.0,-2.6478752208161085
180,0.6523807061986249,19343,0.47622667410458297,1.0,-0.6400164953293432
181,0.7588884844072321,8241,0.427783775472971,1.0,-1.210664564164373
182,0.8376647834274953,10620,0.3687754053846739,1.0,-1.8316209857202457
183,0.7322952751687439,28001,0.44277071552186853,1.0,-1.049355163460608
184,0.8079198907601275,15379,0.39394851473349074,1.0,-1.5634527287339608
185,0.6081424936386769,42444,0.48817088788776586,1.0,-0.4430726712102674
186,0.6921972450307354,22287,0.46159482154208675,1.0,-0.8328277748530653
187,0.8799689283663751,29609,0.3250033551784754,1.0,-2.3384041414829335
188,0.8636909309178217,9163,0.3431351868626374,1.0,-2.1202741349609338
189,0.3865716368348587,37041,0.486970644429088,0.0,0.4658781356528174
190,0.9117602542757681,6607,0.28366471731650555,1.0,-2.904026553258199
191,0.7536057134907017,21563,0.4309208207119219,1.0,-1.1771500739136074
192,0.9430992736077481,6608,0.231670360375626,1.0,-3.826414595645334
193,0.876358473048987,18311,0.3291811317959611,1.0,-2.2868843232297156
194,0.6756716785802317,20285,0.468134878968961,1.0,-0.7505913724176042
195,0.8257931844888367,13616,0.3793011562594258,1.0,-1.7181125899822798
196,0.9100793041698644,7818,0.2860864085148649,1.0,-2.8675548733053784
197,0.7568055890146953,8302,0.42903736618787885,1.0,-1.1974130466157764
198,0.789187720728063,7362,0.4079130591089211,1.0,-1.4182743008018581
199,0.4543207008694498,60268,0.4979131603156468,0.0,0.18348908482075332
200,0.7322647198857324,12602,0.44279640742832527,1.0,-1.0492478412404003
201,0.785659064553537,5174,0.410404011029927,1.0,-1.3926254156813658
202,0.6539325842696629,12015,0.4757347961352087,1.0,-0.6472438559794212
203,0.8240740740740741,8748,0.3807788976305788,1.0,-1.7025532877115905
204,0.7438164266909351,30767,0.43653149223896115,1.0,-1.1171348746798013
205,0.9124135230387678,7661,0.2827110163994402,1.0,-2.9183243166314674
206,0.3735487127713276,1981,0.48386801802065976,0.0,0.5231967215415482
207,0.7980209545983702,6872,0.4015058768475791,1.0,-1.4849482007197115
208,0.6029361361818805,17506,0.4893034111854035,1.0,-0.4207937049692546
209,0.5470364741641337,13160,0.49780156726530256,1.0,-0.18900552647693444
210,0.5436554132712457,1718,0.49823558456949696,1.0,-0.17544428804320905
211,0.8667192429022083,11412,0.3398928069068764,1.0,-2.158230570179334
212,0.7995196019559063,11657,0.4003770218046174,1.0,-1.4964445173239218
213,0.5175756888536115,17638,0.49970516546560123,1.0,-0.0703522125799285
214,0.8160335028417589,20058,0.3874665274460698,1.0,-1.6314442438836687
215,0.852548730246572,16263,0.3545661053395659,1.0,-1.9888651859128592
216,0.7802540468656853,21807,0.4140839674293291,1.0,-1.3537339013165932
217,0.6666573301215618,35702,0.47141442377347226,1.0,-0.7070919270249355
218,0.5719233147804577,16170,0.4948152974050051,1.0,-0.29074368619397006
219,0.660503255888737,12439,0.4735575290996337,1.0,-0.6779707073830976
220,0.6468758452799567,14788,0.4779570419315544,1.0,-0.6146816524200814
221,0.8512867647058824,5440,0.355838284674967,1.0,-1.9751441982789317
222,0.8244194043273555,18903,0.3804730057758894,1.0,-1.705528264456448
223,0.7437174016121385,8436,0.43660557107416686,1.0,-1.1166838528283405
224,0.807031516668563,8789,0.3946509454128802,1.0,-1.5563190883724614
225,0.7212773998488284,10584,0.4483919139229814,1.0,-0.9871686551298342
226,0.9298683613254652,8812,0.2553832282466457,1.0,-3.3672214948379464
227,0.5770042194092827,948,0.4942955393644677,1.0,-0.3122302868712935
228,0.8285251215559157,6170,0.37695394197813864,1.0,-1.7436169813577538
